rout,GAMMA,T_SPIN_COHERENCE,L,best_solutions_fitness,best_solution
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-06,1000000.0,722779.1900178619,[4 23 6 434.7318745469301]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1e-06,1000000.0,145074.79978617126,[29 8 32 242.04831695784964]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1e-05,1000000.0,1.0664133307767257e-16,[1 1 29 25.156577165213218]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-05,1000000.0,939556.177551053,[4 16 5 497.2315070665308]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1e-05,1000000.0,218209.70560066873,[24 7 32 248.6446013247841]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.0001,1000000.0,741.3622617190913,[4 28 6 471.6815003803846]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.0001,1000000.0,970331.7202140857,[4 16 5 496.3950711364855]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,0.0001,1000000.0,65.43956692893674,[29 8 31 298.63144121306703]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,0.0001,1000000.0,226129.9433444389,[23 7 32 257.930246535924]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.001,1000000.0,1660.8947616482155,[4 18 5 527.0072158242182]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.001,1000000.0,906535.6153703046,[4 20 6 480.07856032160737]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,0.001,1000000.0,232.94827901703638,[25 7 31 298.3165670072399]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,0.001,1000000.0,227881.59862611617,[24 7 32 248.9217638470323]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.01,1000000.0,1856.2476571068123,[4 16 5 575.0481213064542]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.01,1000000.0,967869.3177006496,[4 17 5 472.7318677432019]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,0.01,1000000.0,258.3825938229948,[25 7 31 299.7529488530373]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,0.01,1000000.0,227969.61056080475,[24 7 33 248.62876984455934]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.1,1000000.0,1876.6260960588634,[4 16 5 574.8248909170471]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.1,1000000.0,967898.8095524665,[4 17 5 472.73092046959437]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,0.1,1000000.0,261.007223157188,[25 7 31 299.89380534204315]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,0.1,1000000.0,227133.22867425563,[23 7 32 257.9680023109752]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1.0,1000000.0,1876.224729548869,[4 17 5 547.3795769722587]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1.0,1000000.0,967901.7587770815,[4 17 5 472.7308205131891]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1.0,1000000.0,261.27054465829633,[25 7 31 299.90740305480347]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1.0,1000000.0,227650.81051430738,[25 7 32 241.0220814178751]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,10.0,1000000.0,1878.876280695271,[4 16 5 574.8001037666561]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,10.0,1000000.0,966868.3649663457,[4 15 5 525.598091803663]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,10.0,1000000.0,261.29688545270966,[25 7 31 299.90979468043446]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,10.0,1000000.0,227980.7328937136,[24 7 32 248.92478370380798]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,100.0,1000000.0,1876.4380210946247,[4 17 5 547.3776488157234]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,100.0,1000000.0,967902.0831903452,[4 17 5 472.73080334582465]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,100.0,1000000.0,260.55571255213977,[24 7 31 309.0945089386996]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,100.0,1000000.0,227980.74181576635,[24 7 32 248.92443427622177]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1000.0,1000000.0,1878.89879117613,[4 16 5 574.7995789090485]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1000.0,1000000.0,967902.0861411397,[4 17 5 472.7310762713606]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1000.0,1000000.0,261.2193638854882,[25 7 32 299.66350527337545]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1000.0,1000000.0,227134.23439349496,[23 7 32 257.96803324680883]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-07,1000000.0,6.580673349928696e-14,[1 1 29 25.120668297798442]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1e-07,1000000.0,1.0911734305871139e-206,[28 10 3 22.147254463790212]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-06,1000000.0,1321437.8276910523,[4 17 5 476.92088579988246]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1e-06,1000000.0,292800.12446926994,[24 7 32 245.71173120898968]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-05,1000000.0,1.0668907019862614e-16,[1 1 29 25.15656656876097]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-05,1000000.0,1503775.9547649857,[4 22 6 443.25484977460997]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1e-05,1000000.0,374345.4451061525,[25 7 32 239.38052510242125]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.0001,1000000.0,740.5137872301256,[4 27 6 482.59531615949584]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.0001,1000000.0,1633706.095532496,[4 16 5 495.89055444576974]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,0.0001,1000000.0,65.44720909197149,[29 8 31 298.6300023199804]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,0.0001,1000000.0,382139.41414992395,[23 7 32 256.32191962541526]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.001,1000000.0,1668.679589089436,[4 17 5 549.4570121779742]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.001,1000000.0,1636826.5499569888,[4 16 5 495.8406172265937]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,0.001,1000000.0,232.9580689504606,[25 7 31 298.31504349370306]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,0.001,1000000.0,384492.8974425631,[24 7 32 247.34876636990296]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.01,1000000.0,1856.4232788709546,[4 16 5 575.0397568986493]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.01,1000000.0,1637138.8415741676,[4 16 5 495.83527587216435]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,0.01,1000000.0,258.39250558580346,[25 7 31 299.74956762808677]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,0.01,1000000.0,384582.38198069605,[24 7 32 247.3501993930796]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.1,1000000.0,1876.801794429939,[4 16 5 574.8160393380075]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.1,1000000.0,1637170.0731991648,[4 16 5 495.83515527501106]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,0.1,1000000.0,261.01714518103944,[25 7 31 299.89217950298223]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,0.1,1000000.0,384591.33121933707,[24 7 32 247.35085178699762]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1.0,1000000.0,1876.3926889102659,[4 17 5 547.3715161154778]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1.0,1000000.0,1627257.1421617074,[4 17 5 472.2840626186294]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1.0,1000000.0,261.28046768953874,[25 7 31 299.9066097539845]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1.0,1000000.0,383147.16918445175,[23 7 32 256.3440559490448]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,10.0,1000000.0,1876.586590259853,[4 17 5 547.3700106279206]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,10.0,1000000.0,1627257.4371758378,[4 17 5 472.2840735492797]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,10.0,1000000.0,261.3068085759887,[25 7 31 299.9074069461238]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,10.0,1000000.0,384061.919360923,[25 7 32 239.49073167071268]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,100.0,1000000.0,1879.0724510500304,[4 16 5 574.7910463888088]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,100.0,1000000.0,1625562.7759520297,[4 15 5 525.1051196792915]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,100.0,1000000.0,261.30944275207736,[25 7 31 299.9077516439002]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,100.0,1000000.0,384592.32460904587,[24 7 32 247.35024038734207]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1000.0,1000000.0,1879.0744974652682,[4 16 5 574.7911311291025]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1000.0,1000000.0,1625562.7792668573,[4 15 5 525.1053699758739]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1000.0,1000000.0,261.3097061694112,[25 7 31 299.9080364723097]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1000.0,1000000.0,384592.3255046072,[24 7 32 247.3499730649093]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-07,1000000.0,424337.9394225618,[4 29 7 445.0264680991666]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-06,1000000.0,2.5884681847550356e-29,[1 2 28 9.106301593056283]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-06,1000000.0,1440504.6683933407,[4 23 6 431.4027653323394]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1e-06,1000000.0,320359.1180366393,[24 7 32 245.67557338862045]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-05,1000000.0,1.0669384600042457e-16,[1 1 29 25.156565434556512]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-05,1000000.0,1713439.4875551248,[4 17 5 472.67160012750094]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1e-05,1000000.0,402762.27294081467,[24 7 32 247.0450292041698]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.0001,1000000.0,741.4782361201874,[4 28 6 471.6727814509348]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.0001,1000000.0,1753156.636614796,[4 16 5 495.8396489044785]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,0.0001,1000000.0,65.44797333941817,[29 8 31 298.6302593350262]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,0.0001,1000000.0,411632.94610754075,[24 7 32 247.1787728283869]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.001,1000000.0,1668.6962726567879,[4 17 5 549.4561106071885]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.001,1000000.0,1756277.3729719736,[4 16 5 495.79310523267173]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,0.001,1000000.0,232.9590479736696,[25 7 31 298.31483882216395]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,0.001,1000000.0,411968.92876521306,[25 7 32 239.33690774863467]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.01,1000000.0,1856.4408422866147,[4 16 5 575.0389183267775]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.01,1000000.0,1756589.6761124898,[4 16 5 495.7886816644408]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,0.01,1000000.0,258.39349681727407,[25 7 31 299.7507859353113]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,0.01,1000000.0,412616.813845689,[24 7 32 247.19421968012423]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.1,1000000.0,1876.819365505676,[4 16 5 574.8150482122546]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.1,1000000.0,1756620.9087243283,[4 16 5 495.78799370453345]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,0.1,1000000.0,261.01813740316305,[25 7 31 299.89110244533214]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,0.1,1000000.0,411066.50330725603,[23 7 32 256.18231062439287]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1.0,1000000.0,1878.8649251261209,[4 16 5 574.7926984744984]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1.0,1000000.0,1639967.2732820208,[4 21 6 459.8363598088368]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1.0,1000000.0,261.2814600198523,[25 7 31 299.9061313214454]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1.0,1000000.0,412066.87180884654,[25 7 32 239.33810762422186]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,10.0,1000000.0,1876.6033873929975,[4 17 5 547.3686605872026]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,10.0,1000000.0,1744169.0258274325,[4 15 5 525.0561094859809]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,10.0,1000000.0,261.30780091625456,[25 7 31 299.907110922958]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,10.0,1000000.0,411067.5022779845,[23 7 32 256.18225738261896]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,100.0,1000000.0,1879.0900229163572,[4 16 5 574.7903587729398]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,100.0,1000000.0,1745985.2729062312,[4 17 5 472.23935778953785]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,100.0,1000000.0,261.31043508688873,[25 7 31 299.907689500343]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,100.0,1000000.0,412626.7592403739,[24 7 32 247.19374039314036]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1000.0,1000000.0,1879.0920693342434,[4 16 5 574.7900723907359]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1000.0,1000000.0,1745985.2758551857,[4 17 5 472.23937642033644]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1000.0,1000000.0,261.31069851151557,[25 7 31 299.907745562726]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1000.0,1000000.0,412066.96975347574,[25 7 32 239.3384716395152]
