rout,GAMMA,T_SPIN_COHERENCE,L,eta_d,p_dc,ep_depol,best_solutions_fitness,best_solution
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.97,1e-06,5e-05,7188.431650239816,[29 8 32 347.36150057803235]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.97,3.162277660168379e-06,5e-05,6815.653381875508,[29 8 32 346.2708202874889]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.97,1e-05,5e-05,5670.025704290324,[29 8 32 342.59046391064527]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.97,3.1622776601683795e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.97,0.0001,5e-05,4.876260604001783e-52,[11 1 2 96.06032877326194]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.98,1e-06,5e-05,11517.396838047152,[29 8 32 314.3529129328233]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.98,3.162277660168379e-06,5e-05,9549.8268827875,[28 7 30 276.7229565148923]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.98,1e-05,5e-05,9718.162585637581,[29 8 32 311.98296998025484]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.98,3.1622776601683795e-05,5e-05,5728.3113906483695,[29 8 30 303.67955910170633]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.98,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.99,1e-06,5e-05,16423.660514901225,[29 8 32 285.0277140576647]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.99,3.162277660168379e-06,5e-05,15927.427664932276,[29 8 32 284.75034868573465]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.99,1e-05,5e-05,14390.144998709096,[29 8 32 283.83194500182856]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.99,3.1622776601683795e-05,5e-05,9824.297319750412,[29 8 32 280.45591677905776]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.99,0.0001,5e-05,8.880024653975498e-30,[25 1 2 38.689593711304056]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.95,1e-06,5e-05,8.423507715979343e-39,[20 1 2 30.891807178780756]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.95,3.162277660168379e-06,5e-05,8.31695634030113e-39,[20 1 2 30.89414090369379]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.95,1e-05,5e-05,7.996566923770986e-39,[20 1 2 30.900721855672536]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.95,3.1622776601683795e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.95,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.96,1e-06,5e-05,3.1507239985049243e-38,[19 1 2 31.194897008887366]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.96,3.162277660168379e-06,5e-05,3.1113646816526905e-38,[19 1 2 31.197214542516196]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.96,1e-05,5e-05,9.164842282333681e-259,[18 8 22 697.1803071471727]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.96,3.1622776601683795e-05,5e-05,2.6566601019705005e-38,[19 1 2 31.222019495753703]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.96,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,1e-06,5e-05,1.1553322511593043e-37,[19 1 2 31.43267508459034]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,3.162277660168379e-06,5e-05,1.141091403700799e-37,[19 1 2 31.434980699025903]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,1e-05,5e-05,1.0982115774056978e-37,[19 1 2 31.441519872647635]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,3.1622776601683795e-05,5e-05,9.763643767750637e-38,[19 1 2 31.459781413627724]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,0.0001,5e-05,6.530628731123835e-38,[19 1 2 31.536045662098598]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,1e-06,5e-05,4.146758050359861e-37,[19 1 2 31.658929838712112]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,3.162277660168379e-06,5e-05,4.068074203372397e-37,[20 1 2 31.605039489020083]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,1e-05,5e-05,3.944364057897552e-37,[19 1 2 31.66778302601352]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,3.1622776601683795e-05,5e-05,3.512200363164806e-37,[19 1 2 31.686131644799758]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,1e-06,5e-05,1.4569255468890895e-36,[19 1 2 31.87424099462967]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,3.162277660168379e-06,5e-05,1.4394394670646189e-36,[19 1 2 31.876547187418492]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,1e-05,5e-05,1.38672672486134e-36,[19 1 2 31.883132994366065]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,3.1622776601683795e-05,5e-05,1.2366905676601274e-36,[19 1 2 31.901638301684947]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,0.0001,5e-05,8.384699080027418e-37,[19 1 2 31.977456085037502]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,1e-06,5e-05,9924.90785640263,[29 7 32 386.6974056853754]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,3.162277660168379e-06,5e-05,9397.901685704464,[29 7 32 385.64899953422565]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,1e-05,5e-05,7801.575477706515,[29 7 32 382.0426525698299]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,3.1622776601683795e-05,5e-05,3445.8462483127073,[29 7 30 363.5035814822179]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,1e-06,5e-05,14784.286383631414,[29 7 32 345.2956889580803]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,3.162277660168379e-06,5e-05,14157.67244052264,[29 7 32 344.88689312844156]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,1e-05,5e-05,12250.609271485726,[29 7 32 343.4862623846969]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,3.1622776601683795e-05,5e-05,6831.265061830808,[29 7 30 334.600171713831]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,1e-06,5e-05,20216.487883191774,[29 7 32 309.99654631327445]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,3.162277660168379e-06,5e-05,19524.986206613255,[28 7 32 318.41779323098575]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,1e-05,5e-05,17354.402412413252,[28 7 32 317.8534861367482]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,3.1622776601683795e-05,5e-05,11147.119983285878,[28 7 32 315.52746194999196]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,1e-06,5e-05,26350.823036808735,[27 7 32 295.2553794144647]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,3.162277660168379e-06,5e-05,25563.326840903796,[27 7 32 295.2227879298127]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,1e-05,5e-05,23153.66799525316,[27 7 32 295.0962644945839]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,3.1622776601683795e-05,5e-05,16213.71212471181,[27 7 32 294.4724368937842]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,1e-06,5e-05,33033.113726668744,[25 7 32 283.7901357917744]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,3.162277660168379e-06,5e-05,32213.6583705378,[26 7 32 275.0978672219959]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,1e-05,5e-05,29584.06531483549,[26 7 32 275.19370093561736]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,3.1622776601683795e-05,5e-05,21968.708234201225,[26 7 32 275.396243795646]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,0.0001,5e-05,6162.335287405498,[29 8 30 280.6112995133949]
